id,Status_C,Status_CL,Status_D
7905,1,1,1
7906,1,1,1
7907,1,1,1
7908,1,1,1
7909,1,1,1
7910,1,1,1
7911,1,1,1
7912,1,1,1
7913,1,1,1
7914,1,1,1
7915,1,1,1
7916,1,1,1
7917,1,1,1
7918,1,1,1
7919,1,1,1
7920,1,1,1
7921,1,1,1
7922,1,1,1
7923,1,1,1
7924,1,1,1
7925,1,1,1
7926,1,1,1
7927,1,1,1
7928,1,1,1
7929,1,1,1
7930,1,1,1
7931,1,1,1
7932,1,1,1
7933,1,1,1
7934,1,1,1
7935,1,1,1
7936,1,1,1
7937,1,1,1
7938,1,1,1
7939,1,1,1
7940,1,1,1
7941,1,1,1
7942,1,1,1
7943,1,1,1
7944,1,1,1
7945,1,1,1
7946,1,1,1
7947,1,1,1
7948,1,1,1
7949,1,1,1
7950,1,1,1
7951,1,1,1
7952,1,1,1
7953,1,1,1
7954,1,1,1
7955,1,1,1
7956,1,1,1
7957,1,1,1
7958,1,1,1
7959,1,1,1
7960,1,1,1
7961,1,1,1
7962,1,1,1
7963,1,1,1
7964,1,1,1
7965,1,1,1
7966,1,1,1
7967,1,1,1
7968,1,1,1
7969,1,1,1
7970,1,1,1
7971,1,1,1
7972,1,1,1
7973,1,1,1
7974,1,1,1
7975,1,1,1
7976,1,1,1
7977,1,1,1
7978,1,1,1
7979,1,1,1
7980,1,1,1
7981,1,1,1
7982,1,1,1
7983,1,1,1
7984,1,1,1
7985,1,1,1
7986,1,1,1
7987,1,1,1
7988,1,1,1
7989,1,1,1
7990,1,1,1
7991,1,1,1
7992,1,1,1
7993,1,1,1
7994,1,1,1
7995,1,1,1
7996,1,1,1
7997,1,1,1
7998,1,1,1
7999,1,1,1
8000,1,1,1
8001,1,1,1
8002,1,1,1
8003,1,1,1
8004,1,1,1
8005,1,1,1
8006,1,1,1
8007,1,1,1
8008,1,1,1
8009,1,1,1
8010,1,1,1
8011,1,1,1
8012,1,1,1
8013,1,1,1
8014,1,1,1
8015,1,1,1
8016,1,1,1
8017,1,1,1
8018,1,1,1
8019,1,1,1
8020,1,1,1
8021,1,1,1
8022,1,1,1
8023,1,1,1
8024,1,1,1
8025,1,1,1
8026,1,1,1
8027,1,1,1
8028,1,1,1
8029,1,1,1
8030,1,1,1
8031,1,1,1
8032,1,1,1
8033,1,1,1
8034,1,1,1
8035,1,1,1
8036,1,1,1
8037,1,1,1
8038,1,1,1
8039,1,1,1
8040,1,1,1
8041,1,1,1
8042,1,1,1
8043,1,1,1
8044,1,1,1
8045,1,1,1
8046,1,1,1
8047,1,1,1
8048,1,1,1
8049,1,1,1
8050,1,1,1
8051,1,1,1
8052,1,1,1
8053,1,1,1
8054,1,1,1
8055,1,1,1
8056,1,1,1
8057,1,1,1
8058,1,1,1
8059,1,1,1
8060,1,1,1
8061,1,1,1
8062,1,1,1
8063,1,1,1
8064,1,1,1
8065,1,1,1
8066,1,1,1
8067,1,1,1
8068,1,1,1
8069,1,1,1
8070,1,1,1
8071,1,1,1
8072,1,1,1
8073,1,1,1
8074,1,1,1
8075,1,1,1
8076,1,1,1
8077,1,1,1
8078,1,1,1
8079,1,1,1
8080,1,1,1
8081,1,1,1
8082,1,1,1
8083,1,1,1
8084,1,1,1
8085,1,1,1
8086,1,1,1
8087,1,1,1
8088,1,1,1
8089,1,1,1
8090,1,1,1
8091,1,1,1
8092,1,1,1
8093,1,1,1
8094,1,1,1
8095,1,1,1
8096,1,1,1
8097,1,1,1
8098,1,1,1
8099,1,1,1
8100,1,1,1
8101,1,1,1
8102,1,1,1
8103,1,1,1
8104,1,1,1
8105,1,1,1
8106,1,1,1
8107,1,1,1
8108,1,1,1
8109,1,1,1
8110,1,1,1
8111,1,1,1
8112,1,1,1
8113,1,1,1
8114,1,1,1
8115,1,1,1
8116,1,1,1
8117,1,1,1
8118,1,1,1
8119,1,1,1
8120,1,1,1
8121,1,1,1
8122,1,1,1
8123,1,1,1
8124,1,1,1
8125,1,1,1
8126,1,1,1
8127,1,1,1
8128,1,1,1
8129,1,1,1
8130,1,1,1
8131,1,1,1
8132,1,1,1
8133,1,1,1
8134,1,1,1
8135,1,1,1
8136,1,1,1
8137,1,1,1
8138,1,1,1
8139,1,1,1
8140,1,1,1
8141,1,1,1
8142,1,1,1
8143,1,1,1
8144,1,1,1
8145,1,1,1
8146,1,1,1
8147,1,1,1
8148,1,1,1
8149,1,1,1
8150,1,1,1
8151,1,1,1
8152,1,1,1
8153,1,1,1
8154,1,1,1
8155,1,1,1
8156,1,1,1
8157,1,1,1
8158,1,1,1
8159,1,1,1
8160,1,1,1
8161,1,1,1
8162,1,1,1
8163,1,1,1
8164,1,1,1
8165,1,1,1
8166,1,1,1
8167,1,1,1
8168,1,1,1
8169,1,1,1
8170,1,1,1
8171,1,1,1
8172,1,1,1
8173,1,1,1
8174,1,1,1
8175,1,1,1
8176,1,1,1
8177,1,1,1
8178,1,1,1
8179,1,1,1
8180,1,1,1
8181,1,1,1
8182,1,1,1
8183,1,1,1
8184,1,1,1
8185,1,1,1
8186,1,1,1
8187,1,1,1
8188,1,1,1
8189,1,1,1
8190,1,1,1
8191,1,1,1
8192,1,1,1
8193,1,1,1
8194,1,1,1
8195,1,1,1
8196,1,1,1
8197,1,1,1
8198,1,1,1
8199,1,1,1
8200,1,1,1
8201,1,1,1
8202,1,1,1
8203,1,1,1
8204,1,1,1
8205,1,1,1
8206,1,1,1
8207,1,1,1
8208,1,1,1
8209,1,1,1
8210,1,1,1
8211,1,1,1
8212,1,1,1
8213,1,1,1
8214,1,1,1
8215,1,1,1
8216,1,1,1
8217,1,1,1
8218,1,1,1
8219,1,1,1
8220,1,1,1
8221,1,1,1
8222,1,1,1
8223,1,1,1
8224,1,1,1
8225,1,1,1
8226,1,1,1
8227,1,1,1
8228,1,1,1
8229,1,1,1
8230,1,1,1
8231,1,1,1
8232,1,1,1
8233,1,1,1
8234,1,1,1
8235,1,1,1
8236,1,1,1
8237,1,1,1
8238,1,1,1
8239,1,1,1
8240,1,1,1
8241,1,1,1
8242,1,1,1
8243,1,1,1
8244,1,1,1
8245,1,1,1
8246,1,1,1
8247,1,1,1
8248,1,1,1
8249,1,1,1
8250,1,1,1
8251,1,1,1
8252,1,1,1
8253,1,1,1
8254,1,1,1
8255,1,1,1
8256,1,1,1
8257,1,1,1
8258,1,1,1
8259,1,1,1
8260,1,1,1
8261,1,1,1
8262,1,1,1
8263,1,1,1
8264,1,1,1
8265,1,1,1
8266,1,1,1
8267,1,1,1
8268,1,1,1
8269,1,1,1
8270,1,1,1
8271,1,1,1
8272,1,1,1
8273,1,1,1
8274,1,1,1
8275,1,1,1
8276,1,1,1
8277,1,1,1
8278,1,1,1
8279,1,1,1
8280,1,1,1
8281,1,1,1
8282,1,1,1
8283,1,1,1
8284,1,1,1
8285,1,1,1
8286,1,1,1
8287,1,1,1
8288,1,1,1
8289,1,1,1
8290,1,1,1
8291,1,1,1
8292,1,1,1
8293,1,1,1
8294,1,1,1
8295,1,1,1
8296,1,1,1
8297,1,1,1
8298,1,1,1
8299,1,1,1
8300,1,1,1
8301,1,1,1
8302,1,1,1
8303,1,1,1
8304,1,1,1
8305,1,1,1
8306,1,1,1
8307,1,1,1
8308,1,1,1
8309,1,1,1
8310,1,1,1
8311,1,1,1
8312,1,1,1
8313,1,1,1
8314,1,1,1
8315,1,1,1
8316,1,1,1
8317,1,1,1
8318,1,1,1
8319,1,1,1
8320,1,1,1
8321,1,1,1
8322,1,1,1
8323,1,1,1
8324,1,1,1
8325,1,1,1
8326,1,1,1
8327,1,1,1
8328,1,1,1
8329,1,1,1
8330,1,1,1
8331,1,1,1
8332,1,1,1
8333,1,1,1
8334,1,1,1
8335,1,1,1
8336,1,1,1
8337,1,1,1
8338,1,1,1
8339,1,1,1
8340,1,1,1
8341,1,1,1
8342,1,1,1
8343,1,1,1
8344,1,1,1
8345,1,1,1
8346,1,1,1
8347,1,1,1
8348,1,1,1
8349,1,1,1
8350,1,1,1
8351,1,1,1
8352,1,1,1
8353,1,1,1
8354,1,1,1
8355,1,1,1
8356,1,1,1
8357,1,1,1
8358,1,1,1
8359,1,1,1
8360,1,1,1
8361,1,1,1
8362,1,1,1
8363,1,1,1
8364,1,1,1
8365,1,1,1
8366,1,1,1
8367,1,1,1
8368,1,1,1
8369,1,1,1
8370,1,1,1
8371,1,1,1
8372,1,1,1
8373,1,1,1
8374,1,1,1
8375,1,1,1
8376,1,1,1
8377,1,1,1
8378,1,1,1
8379,1,1,1
8380,1,1,1
8381,1,1,1
8382,1,1,1
8383,1,1,1
8384,1,1,1
8385,1,1,1
8386,1,1,1
8387,1,1,1
8388,1,1,1
8389,1,1,1
8390,1,1,1
8391,1,1,1
8392,1,1,1
8393,1,1,1
8394,1,1,1
8395,1,1,1
8396,1,1,1
8397,1,1,1
8398,1,1,1
8399,1,1,1
8400,1,1,1
8401,1,1,1
8402,1,1,1
8403,1,1,1
8404,1,1,1
8405,1,1,1
8406,1,1,1
8407,1,1,1
8408,1,1,1
8409,1,1,1
8410,1,1,1
8411,1,1,1
8412,1,1,1
8413,1,1,1
8414,1,1,1
8415,1,1,1
8416,1,1,1
8417,1,1,1
8418,1,1,1
8419,1,1,1
8420,1,1,1
8421,1,1,1
8422,1,1,1
8423,1,1,1
8424,1,1,1
8425,1,1,1
8426,1,1,1
8427,1,1,1
8428,1,1,1
8429,1,1,1
8430,1,1,1
8431,1,1,1
8432,1,1,1
8433,1,1,1
8434,1,1,1
8435,1,1,1
8436,1,1,1
8437,1,1,1
8438,1,1,1
8439,1,1,1
8440,1,1,1
8441,1,1,1
8442,1,1,1
8443,1,1,1
8444,1,1,1
8445,1,1,1
8446,1,1,1
8447,1,1,1
8448,1,1,1
8449,1,1,1
8450,1,1,1
8451,1,1,1
8452,1,1,1
8453,1,1,1
8454,1,1,1
8455,1,1,1
8456,1,1,1
8457,1,1,1
8458,1,1,1
8459,1,1,1
8460,1,1,1
8461,1,1,1
8462,1,1,1
8463,1,1,1
8464,1,1,1
8465,1,1,1
8466,1,1,1
8467,1,1,1
8468,1,1,1
8469,1,1,1
8470,1,1,1
8471,1,1,1
8472,1,1,1
8473,1,1,1
8474,1,1,1
8475,1,1,1
8476,1,1,1
8477,1,1,1
8478,1,1,1
8479,1,1,1
8480,1,1,1
8481,1,1,1
8482,1,1,1
8483,1,1,1
8484,1,1,1
8485,1,1,1
8486,1,1,1
8487,1,1,1
8488,1,1,1
8489,1,1,1
8490,1,1,1
8491,1,1,1
8492,1,1,1
8493,1,1,1
8494,1,1,1
8495,1,1,1
8496,1,1,1
8497,1,1,1
8498,1,1,1
8499,1,1,1
8500,1,1,1
8501,1,1,1
8502,1,1,1
8503,1,1,1
8504,1,1,1
8505,1,1,1
8506,1,1,1
8507,1,1,1
8508,1,1,1
8509,1,1,1
8510,1,1,1
8511,1,1,1
8512,1,1,1
8513,1,1,1
8514,1,1,1
8515,1,1,1
8516,1,1,1
8517,1,1,1
8518,1,1,1
8519,1,1,1
8520,1,1,1
8521,1,1,1
8522,1,1,1
8523,1,1,1
8524,1,1,1
8525,1,1,1
8526,1,1,1
8527,1,1,1
8528,1,1,1
8529,1,1,1
8530,1,1,1
8531,1,1,1
8532,1,1,1
8533,1,1,1
8534,1,1,1
8535,1,1,1
8536,1,1,1
8537,1,1,1
8538,1,1,1
8539,1,1,1
8540,1,1,1
8541,1,1,1
8542,1,1,1
8543,1,1,1
8544,1,1,1
8545,1,1,1
8546,1,1,1
8547,1,1,1
8548,1,1,1
8549,1,1,1
8550,1,1,1
8551,1,1,1
8552,1,1,1
8553,1,1,1
8554,1,1,1
8555,1,1,1
8556,1,1,1
8557,1,1,1
8558,1,1,1
8559,1,1,1
8560,1,1,1
8561,1,1,1
8562,1,1,1
8563,1,1,1
8564,1,1,1
8565,1,1,1
8566,1,1,1
8567,1,1,1
8568,1,1,1
8569,1,1,1
8570,1,1,1
8571,1,1,1
8572,1,1,1
8573,1,1,1
8574,1,1,1
8575,1,1,1
8576,1,1,1
8577,1,1,1
8578,1,1,1
8579,1,1,1
8580,1,1,1
8581,1,1,1
8582,1,1,1
8583,1,1,1
8584,1,1,1
8585,1,1,1
8586,1,1,1
8587,1,1,1
8588,1,1,1
8589,1,1,1
8590,1,1,1
8591,1,1,1
8592,1,1,1
8593,1,1,1
8594,1,1,1
8595,1,1,1
8596,1,1,1
8597,1,1,1
8598,1,1,1
8599,1,1,1
8600,1,1,1
8601,1,1,1
8602,1,1,1
8603,1,1,1
8604,1,1,1
8605,1,1,1
8606,1,1,1
8607,1,1,1
8608,1,1,1
8609,1,1,1
8610,1,1,1
8611,1,1,1
8612,1,1,1
8613,1,1,1
8614,1,1,1
8615,1,1,1
8616,1,1,1
8617,1,1,1
8618,1,1,1
8619,1,1,1
8620,1,1,1
8621,1,1,1
8622,1,1,1
8623,1,1,1
8624,1,1,1
8625,1,1,1
8626,1,1,1
8627,1,1,1
8628,1,1,1
8629,1,1,1
8630,1,1,1
8631,1,1,1
8632,1,1,1
8633,1,1,1
8634,1,1,1
8635,1,1,1
8636,1,1,1
8637,1,1,1
8638,1,1,1
8639,1,1,1
8640,1,1,1
8641,1,1,1
8642,1,1,1
8643,1,1,1
8644,1,1,1
8645,1,1,1
8646,1,1,1
8647,1,1,1
8648,1,1,1
8649,1,1,1
8650,1,1,1
8651,1,1,1
8652,1,1,1
8653,1,1,1
8654,1,1,1
8655,1,1,1
8656,1,1,1
8657,1,1,1
8658,1,1,1
8659,1,1,1
8660,1,1,1
8661,1,1,1
8662,1,1,1
8663,1,1,1
8664,1,1,1
8665,1,1,1
8666,1,1,1
8667,1,1,1
8668,1,1,1
8669,1,1,1
8670,1,1,1
8671,1,1,1
8672,1,1,1
8673,1,1,1
8674,1,1,1
8675,1,1,1
8676,1,1,1
8677,1,1,1
8678,1,1,1
8679,1,1,1
8680,1,1,1
8681,1,1,1
8682,1,1,1
8683,1,1,1
8684,1,1,1
8685,1,1,1
8686,1,1,1
8687,1,1,1
8688,1,1,1
8689,1,1,1
8690,1,1,1
8691,1,1,1
8692,1,1,1
8693,1,1,1
8694,1,1,1
8695,1,1,1
8696,1,1,1
8697,1,1,1
8698,1,1,1
8699,1,1,1
8700,1,1,1
8701,1,1,1
8702,1,1,1
8703,1,1,1
8704,1,1,1
8705,1,1,1
8706,1,1,1
8707,1,1,1
8708,1,1,1
8709,1,1,1
8710,1,1,1
8711,1,1,1
8712,1,1,1
8713,1,1,1
8714,1,1,1
8715,1,1,1
8716,1,1,1
8717,1,1,1
8718,1,1,1
8719,1,1,1
8720,1,1,1
8721,1,1,1
8722,1,1,1
8723,1,1,1
8724,1,1,1
8725,1,1,1
8726,1,1,1
8727,1,1,1
8728,1,1,1
8729,1,1,1
8730,1,1,1
8731,1,1,1
8732,1,1,1
8733,1,1,1
8734,1,1,1
8735,1,1,1
8736,1,1,1
8737,1,1,1
8738,1,1,1
8739,1,1,1
8740,1,1,1
8741,1,1,1
8742,1,1,1
8743,1,1,1
8744,1,1,1
8745,1,1,1
8746,1,1,1
8747,1,1,1
8748,1,1,1
8749,1,1,1
8750,1,1,1
8751,1,1,1
8752,1,1,1
8753,1,1,1
8754,1,1,1
8755,1,1,1
8756,1,1,1
8757,1,1,1
8758,1,1,1
8759,1,1,1
8760,1,1,1
8761,1,1,1
8762,1,1,1
8763,1,1,1
8764,1,1,1
8765,1,1,1
8766,1,1,1
8767,1,1,1
8768,1,1,1
8769,1,1,1
8770,1,1,1
8771,1,1,1
8772,1,1,1
8773,1,1,1
8774,1,1,1
8775,1,1,1
8776,1,1,1
8777,1,1,1
8778,1,1,1
8779,1,1,1
8780,1,1,1
8781,1,1,1
8782,1,1,1
8783,1,1,1
8784,1,1,1
8785,1,1,1
8786,1,1,1
8787,1,1,1
8788,1,1,1
8789,1,1,1
8790,1,1,1
8791,1,1,1
8792,1,1,1
8793,1,1,1
8794,1,1,1
8795,1,1,1
8796,1,1,1
8797,1,1,1
8798,1,1,1
8799,1,1,1
8800,1,1,1
8801,1,1,1
8802,1,1,1
8803,1,1,1
8804,1,1,1
8805,1,1,1
8806,1,1,1
8807,1,1,1
8808,1,1,1
8809,1,1,1
8810,1,1,1
8811,1,1,1
8812,1,1,1
8813,1,1,1
8814,1,1,1
8815,1,1,1
8816,1,1,1
8817,1,1,1
8818,1,1,1
8819,1,1,1
8820,1,1,1
8821,1,1,1
8822,1,1,1
8823,1,1,1
8824,1,1,1
8825,1,1,1
8826,1,1,1
8827,1,1,1
8828,1,1,1
8829,1,1,1
8830,1,1,1
8831,1,1,1
8832,1,1,1
8833,1,1,1
8834,1,1,1
8835,1,1,1
8836,1,1,1
8837,1,1,1
8838,1,1,1
8839,1,1,1
8840,1,1,1
8841,1,1,1
8842,1,1,1
8843,1,1,1
8844,1,1,1
8845,1,1,1
8846,1,1,1
8847,1,1,1
8848,1,1,1
8849,1,1,1
8850,1,1,1
8851,1,1,1
8852,1,1,1
8853,1,1,1
8854,1,1,1
8855,1,1,1
8856,1,1,1
8857,1,1,1
8858,1,1,1
8859,1,1,1
8860,1,1,1
8861,1,1,1
8862,1,1,1
8863,1,1,1
8864,1,1,1
8865,1,1,1
8866,1,1,1
8867,1,1,1
8868,1,1,1
8869,1,1,1
8870,1,1,1
8871,1,1,1
8872,1,1,1
8873,1,1,1
8874,1,1,1
8875,1,1,1
8876,1,1,1
8877,1,1,1
8878,1,1,1
8879,1,1,1
8880,1,1,1
8881,1,1,1
8882,1,1,1
8883,1,1,1
8884,1,1,1
8885,1,1,1
8886,1,1,1
8887,1,1,1
8888,1,1,1
8889,1,1,1
8890,1,1,1
8891,1,1,1
8892,1,1,1
8893,1,1,1
8894,1,1,1
8895,1,1,1
8896,1,1,1
8897,1,1,1
8898,1,1,1
8899,1,1,1
8900,1,1,1
8901,1,1,1
8902,1,1,1
8903,1,1,1
8904,1,1,1
8905,1,1,1
8906,1,1,1
8907,1,1,1
8908,1,1,1
8909,1,1,1
8910,1,1,1
8911,1,1,1
8912,1,1,1
8913,1,1,1
8914,1,1,1
8915,1,1,1
8916,1,1,1
8917,1,1,1
8918,1,1,1
8919,1,1,1
8920,1,1,1
8921,1,1,1
8922,1,1,1
8923,1,1,1
8924,1,1,1
8925,1,1,1
8926,1,1,1
8927,1,1,1
8928,1,1,1
8929,1,1,1
8930,1,1,1
8931,1,1,1
8932,1,1,1
8933,1,1,1
8934,1,1,1
8935,1,1,1
8936,1,1,1
8937,1,1,1
8938,1,1,1
8939,1,1,1
8940,1,1,1
8941,1,1,1
8942,1,1,1
8943,1,1,1
8944,1,1,1
8945,1,1,1
8946,1,1,1
8947,1,1,1
8948,1,1,1
8949,1,1,1
8950,1,1,1
8951,1,1,1
8952,1,1,1
8953,1,1,1
8954,1,1,1
8955,1,1,1
8956,1,1,1
8957,1,1,1
8958,1,1,1
8959,1,1,1
8960,1,1,1
8961,1,1,1
8962,1,1,1
8963,1,1,1
8964,1,1,1
8965,1,1,1
8966,1,1,1
8967,1,1,1
8968,1,1,1
8969,1,1,1
8970,1,1,1
8971,1,1,1
8972,1,1,1
8973,1,1,1
8974,1,1,1
8975,1,1,1
8976,1,1,1
8977,1,1,1
8978,1,1,1
8979,1,1,1
8980,1,1,1
8981,1,1,1
8982,1,1,1
8983,1,1,1
8984,1,1,1
8985,1,1,1
8986,1,1,1
8987,1,1,1
8988,1,1,1
8989,1,1,1
8990,1,1,1
8991,1,1,1
8992,1,1,1
8993,1,1,1
8994,1,1,1
8995,1,1,1
8996,1,1,1
8997,1,1,1
8998,1,1,1
8999,1,1,1
9000,1,1,1
9001,1,1,1
9002,1,1,1
9003,1,1,1
9004,1,1,1
9005,1,1,1
9006,1,1,1
9007,1,1,1
9008,1,1,1
9009,1,1,1
9010,1,1,1
9011,1,1,1
9012,1,1,1
9013,1,1,1
9014,1,1,1
9015,1,1,1
9016,1,1,1
9017,1,1,1
9018,1,1,1
9019,1,1,1
9020,1,1,1
9021,1,1,1
9022,1,1,1
9023,1,1,1
9024,1,1,1
9025,1,1,1
9026,1,1,1
9027,1,1,1
9028,1,1,1
9029,1,1,1
9030,1,1,1
9031,1,1,1
9032,1,1,1
9033,1,1,1
9034,1,1,1
9035,1,1,1
9036,1,1,1
9037,1,1,1
9038,1,1,1
9039,1,1,1
9040,1,1,1
9041,1,1,1
9042,1,1,1
9043,1,1,1
9044,1,1,1
9045,1,1,1
9046,1,1,1
9047,1,1,1
9048,1,1,1
9049,1,1,1
9050,1,1,1
9051,1,1,1
9052,1,1,1
9053,1,1,1
9054,1,1,1
9055,1,1,1
9056,1,1,1
9057,1,1,1
9058,1,1,1
9059,1,1,1
9060,1,1,1
9061,1,1,1
9062,1,1,1
9063,1,1,1
9064,1,1,1
9065,1,1,1
9066,1,1,1
9067,1,1,1
9068,1,1,1
9069,1,1,1
9070,1,1,1
9071,1,1,1
9072,1,1,1
9073,1,1,1
9074,1,1,1
9075,1,1,1
9076,1,1,1
9077,1,1,1
9078,1,1,1
9079,1,1,1
9080,1,1,1
9081,1,1,1
9082,1,1,1
9083,1,1,1
9084,1,1,1
9085,1,1,1
9086,1,1,1
9087,1,1,1
9088,1,1,1
9089,1,1,1
9090,1,1,1
9091,1,1,1
9092,1,1,1
9093,1,1,1
9094,1,1,1
9095,1,1,1
9096,1,1,1
9097,1,1,1
9098,1,1,1
9099,1,1,1
9100,1,1,1
9101,1,1,1
9102,1,1,1
9103,1,1,1
9104,1,1,1
9105,1,1,1
9106,1,1,1
9107,1,1,1
9108,1,1,1
9109,1,1,1
9110,1,1,1
9111,1,1,1
9112,1,1,1
9113,1,1,1
9114,1,1,1
9115,1,1,1
9116,1,1,1
9117,1,1,1
9118,1,1,1
9119,1,1,1
9120,1,1,1
9121,1,1,1
9122,1,1,1
9123,1,1,1
9124,1,1,1
9125,1,1,1
9126,1,1,1
9127,1,1,1
9128,1,1,1
9129,1,1,1
9130,1,1,1
9131,1,1,1
9132,1,1,1
9133,1,1,1
9134,1,1,1
9135,1,1,1
9136,1,1,1
9137,1,1,1
9138,1,1,1
9139,1,1,1
9140,1,1,1
9141,1,1,1
9142,1,1,1
9143,1,1,1
9144,1,1,1
9145,1,1,1
9146,1,1,1
9147,1,1,1
9148,1,1,1
9149,1,1,1
9150,1,1,1
9151,1,1,1
9152,1,1,1
9153,1,1,1
9154,1,1,1
9155,1,1,1
9156,1,1,1
9157,1,1,1
9158,1,1,1
9159,1,1,1
9160,1,1,1
9161,1,1,1
9162,1,1,1
9163,1,1,1
9164,1,1,1
9165,1,1,1
9166,1,1,1
9167,1,1,1
9168,1,1,1
9169,1,1,1
9170,1,1,1
9171,1,1,1
9172,1,1,1
9173,1,1,1
9174,1,1,1
9175,1,1,1
9176,1,1,1
9177,1,1,1
9178,1,1,1
9179,1,1,1
9180,1,1,1
9181,1,1,1
9182,1,1,1
9183,1,1,1
9184,1,1,1
9185,1,1,1
9186,1,1,1
9187,1,1,1
9188,1,1,1
9189,1,1,1
9190,1,1,1
9191,1,1,1
9192,1,1,1
9193,1,1,1
9194,1,1,1
9195,1,1,1
9196,1,1,1
9197,1,1,1
9198,1,1,1
9199,1,1,1
9200,1,1,1
9201,1,1,1
9202,1,1,1
9203,1,1,1
9204,1,1,1
9205,1,1,1
9206,1,1,1
9207,1,1,1
9208,1,1,1
9209,1,1,1
9210,1,1,1
9211,1,1,1
9212,1,1,1
9213,1,1,1
9214,1,1,1
9215,1,1,1
9216,1,1,1
9217,1,1,1
9218,1,1,1
9219,1,1,1
9220,1,1,1
9221,1,1,1
9222,1,1,1
9223,1,1,1
9224,1,1,1
9225,1,1,1
9226,1,1,1
9227,1,1,1
9228,1,1,1
9229,1,1,1
9230,1,1,1
9231,1,1,1
9232,1,1,1
9233,1,1,1
9234,1,1,1
9235,1,1,1
9236,1,1,1
9237,1,1,1
9238,1,1,1
9239,1,1,1
9240,1,1,1
9241,1,1,1
9242,1,1,1
9243,1,1,1
9244,1,1,1
9245,1,1,1
9246,1,1,1
9247,1,1,1
9248,1,1,1
9249,1,1,1
9250,1,1,1
9251,1,1,1
9252,1,1,1
9253,1,1,1
9254,1,1,1
9255,1,1,1
9256,1,1,1
9257,1,1,1
9258,1,1,1
9259,1,1,1
9260,1,1,1
9261,1,1,1
9262,1,1,1
9263,1,1,1
9264,1,1,1
9265,1,1,1
9266,1,1,1
9267,1,1,1
9268,1,1,1
9269,1,1,1
9270,1,1,1
9271,1,1,1
9272,1,1,1
9273,1,1,1
9274,1,1,1
9275,1,1,1
9276,1,1,1
9277,1,1,1
9278,1,1,1
9279,1,1,1
9280,1,1,1
9281,1,1,1
9282,1,1,1
9283,1,1,1
9284,1,1,1
9285,1,1,1
9286,1,1,1
9287,1,1,1
9288,1,1,1
9289,1,1,1
9290,1,1,1
9291,1,1,1
